run_id,model,repetition,paragraph_index,n_words,text,sim_A,sim_B,sim_C,sim_D,sim_E,sim_F,top_discourse,top_similarity,runner_up_margin,assigned,assigned_centred
moonshotai__kimi-k3__rep05,moonshotai/kimi-k3,5,9,143,"The governance landscape offers many possible arrangements rather than a simple yes or no. Australia's current framework bans heritable editing while permitting regulated research and somatic therapies; internationally there is a patchwork of prohibitions and permissive regimes, with the World Health Organization urging national oversight, clinical trial registries and attention to equity. Options for this assembly range from maintaining the prohibition, through moratoria with built-in review, to licensed pathways for defined serious conditions under strict conditions. Beneath these lie deeper questions you will need to weigh: who should decide what counts as a serious disease; how to balance duties to existing patients against duties to future generations; and how to keep a powerful technology aligned with solidarity rather than the market. This report has tried to display the arguments and values in play; the task of deliberation, and of judgement, is now yours.",0.6701167,0.7298835,0.71095204,0.7294909,0.68443173,0.6903916,B,0.7298835,0.0003926158,B,D
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,0,137,"Most people who engage with human genome editing agree on at least one thing: the technology is powerful, and power demands careful thought about how it should be used. Tools such as CRISPR now allow scientists to make targeted changes to DNA, and the central distinction that shapes almost every viewpoint is between editing that affects only the person treated (so-called somatic editing, which is not inherited) and editing of embryos, eggs or sperm, which would pass changes to future generations. Your task in this assembly is to weigh a landscape of hopes and fears that often share the same facts but draw different conclusions from them. This report tries to set out that landscape fairly, so that you begin deliberating with a sense of what your fellow citizens, in all their diversity, bring to the question.",0.7513736,0.78809386,0.7937366,0.7705319,0.78377485,0.72556007,C,0.7937366,0.005642712,C,E
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,1,144,"The strongest current of support for genome editing comes from people whose lives are touched by serious inherited disease. Families affected by conditions such as Huntington's disease, muscular dystrophy, cystic fibrosis or thalassaemia often speak not of abstract ethics but of watching children suffer, of funerals, of calculations made before every pregnancy. For them, editing carries a straightforward moral logic: if we can safely prevent such suffering, refusing to do so is itself a moral failure. Some point out that the alternatives now available, such as IVF with embryo testing, donor eggs or sperm, or remaining childless, do not suit everyone and can themselves be emotionally and financially brutal. Australians saw a version of this argument succeed in 2022, when parliament passed Maeve's Law allowing mitochondrial donation for families facing devastating mitochondrial disease, a reform framed as cautious, licensed and compassionate rather than permissive.",0.7486107,0.7734885,0.7879817,0.77628183,0.7722964,0.7552384,C,0.7879817,0.011699855,C,E
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,2,170,"Alongside this hope runs a strong current of scientific caution, and it is important to understand that most cautious voices are not hostile to the technology. Many researchers celebrate the first approved gene-editing treatments for blood disorders overseas, and support somatic research under tight oversight. Their caution concentrates on heritable editing, where mistakes would be permanent and transmissible. They point to the risk of unintended edits elsewhere in the genome, to embryos in which only some cells are corrected, to single genes that have multiple effects we do not fully understand, and to the simple fact that no experiment can reveal consequences appearing two generations later. The case of He Jiankui, the Chinese scientist who announced gene-edited babies in 2018 and was widely condemned, serves as a warning about prestige, competition and weak oversight. Some also note that traits people most fantasise about enhancing, such as intelligence or athleticism, involve thousands of genes interacting with environment, which tempers both the wildest hopes and the wildest fears, at least for now.",0.7276552,0.7347341,0.74125093,0.7136024,0.7077944,0.69118714,C,0.74125093,0.006516814,C,A
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,3,138,"Disability communities offer perspectives that are often misunderstood and far from uniform. Many disability advocates argue that selecting against genetic conditions sends a message that lives lived with those conditions are worth less, and that much of the burden of disability comes not from bodies but from a society built for some bodies and not others. They worry that editing narrows the range of human lives regarded as acceptable, and some communities, such as parts of the deaf community, have long resisted framing their difference as a defect at all. Others with disabilities resent being conscripted into that argument; they experience their condition as real suffering and want the option of sparing their children the same. The disagreement within disability communities mirrors the disagreement in society generally, and it cautions against treating any group as a single voice.",0.567157,0.59966195,0.6246578,0.59969777,0.5911459,0.58867466,C,0.6246578,0.024960041,C,C
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,4,148,"Questions of fairness run through nearly every perspective. Advanced genetic medicine will be expensive, at least initially, and many Australians ask whether it will be available through Medicare or only to those who can pay. The fear is a future stratified by genetics, where the wealthy buy not just better schools and better postcodes but better genomes, a fear that resonates in a country that prides itself on the fair go. Access for rural and remote communities, and for poorer countries, compounds the concern. Yet others reply that inequity is a policy choice rather than a technological inevitability: many medicines began expensive and became universal, and a well-designed public system could make editing a tool for reducing, rather than deepening, inequality. Some add a pragmatic warning that strict domestic bans do not eliminate demand but export it to unregulated clinics abroad, where neither safety nor fairness is protected.",0.6452989,0.7182224,0.6889238,0.6792476,0.663006,0.7003609,B,0.7182224,0.017861485,B,F
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,5,145,"Australia's history gives these debates a particular edge. Eugenic thinking once shaped real policies here, from the control of Aboriginal families and the removal of Indigenous children to the sterilisation of people with intellectual disability, which persisted in some forms into the late twentieth century. That memory makes many people wary of any state-endorsed programme for selecting which kinds of humans should be born, even when framed as voluntary and medical. First Nations Australians also bring experience of genetic research conducted on them rather than with them, and Indigenous scholars have developed principles of data sovereignty and collective consent that any future programme would need to respect. At the same time, genomic medicine holds genuine promise for conditions that burden Indigenous communities heavily, such as kidney disease and diabetes, so the demand is not for exclusion from the science but for inclusion in governing it.",0.65291077,0.69381005,0.69067764,0.6782466,0.66990376,0.6582851,B,0.69381005,0.003132403,B,B
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,6,130,"Religious and philosophical traditions contribute another layer. For some, the human genome belongs to the given order of creation, and rewriting it is a form of overreach, sometimes described as playing God; for traditions that accord full moral status to embryos, the destruction of embryos involved in embryo editing is itself a grave wrong. Yet within the same traditions, other voices emphasise stewardship and healing, arguing that medicine has always been a way of cooperating with, rather than defying, the divine. Secular thinkers voice parallel concerns: that children should be received as gifts rather than manufactured as products, that a person designed to another's specification may struggle to feel the author of their own life, and that some things about human beings should remain outside the market and the workshop.",0.69102085,0.677512,0.7219131,0.7308565,0.6970612,0.7218039,D,0.7308565,0.008943379,D,F
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,7,120,"Countering these worries is a family of arguments built on freedom. Liberal societies generally let parents make far-reaching choices for their children, through diet, schooling, religion and medical care, so why should genetic influence be singled out as uniquely illegitimate? If prenatal screening and embryo testing are already accepted, some ask, is editing not simply a more effective step along the same road? The replies are equally familiar: the edited child cannot consent, the changes flow on to grandchildren who cannot consent either, parental choices can close off a child's future options rather than open them, and millions of private choices can quietly become a social expectation, so that parents who decline editing may one day be seen as negligent.",0.6691734,0.7114877,0.718327,0.6776879,0.7162682,0.7331643,F,0.7331643,0.014837325,F,F
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,8,106,"Finally, there are the questions of governance and trust. Australian law currently prohibits heritable genome editing, and periodic reviews have so far maintained that position while permitting somatic research under strict licensing; Maeve's Law showed that staged, safeguarded change is possible when the case is compelling. Internationally, regulation is a patchwork, commercial pressures from the fertility industry and patent holders are real, and public confidence, once lost, is hard to rebuild, as the experience of genetically modified crops taught many scientists. For some Australians, how the decision is made matters as much as what is decided: transparently, with affected communities at the table, and without hype.",0.66190296,0.7131882,0.6984396,0.6806296,0.6919993,0.6772337,B,0.7131882,0.014748573,B,B
moonshotai__kimi-k3__rep06,moonshotai/kimi-k3,6,9,69,"As you deliberate, you will find the hardest questions sitting at the boundaries. Is correcting high cholesterol therapy or enhancement? Is preventing deafness like preventing disease, or like erasing a community? The values in play, compassion, caution, freedom, equality, dignity, solidarity and humility, are all genuinely held, and no single perspective contains the whole truth. Your work is to find what a fair-minded Australian public could endorse, and why.",0.6271289,0.6361084,0.63203734,0.6523208,0.6127345,0.6443378,D,0.6523208,0.007983029,D,F
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,0,133,"This report is not an argument for any particular position. Its purpose is to sketch the terrain of views that Australians and others bring to human genome editing, so that you can begin deliberating with a sense of the hopes, fears, values and experiences at stake. A useful starting point is a distinction that runs through almost every discussion: editing the genes of a living patient to treat their disease (somatic editing, which affects only that person) is quite different from editing embryos, eggs or sperm so that changes are passed to future generations (heritable or germline editing). A second distinction, between therapy and enhancement, sounds equally clear but often blurs on inspection. Much of the disagreement you will encounter is really disagreement about where these lines fall and who should draw them.",0.731136,0.7646862,0.7764353,0.7736542,0.7622209,0.72702646,C,0.7764353,0.0027810931,C,D
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,1,171,"The strongest hopeful voices come from families and communities affected by serious genetic disease. For parents who have watched a child die of Tay-Sachs disease or Duchenne muscular dystrophy, or who carry Huntington's disease and face a one-in-two chance of passing it on, genome editing can represent not an abstraction but the possibility of sparing children and grandchildren from suffering. Proponents note that the first wave of change is already here: CRISPR-based treatments for sickle cell disease and beta thalassaemia have been approved by regulators including Australia's Therapeutic Goods Administration, and these somatic therapies are widely seen as unambiguous goods. For heritable editing, advocates point to cases where existing technologies fall short. Embryo screening through IVF works only when at least some embryos are unaffected; where both parents carry the same recessive condition, or where a couple objects to discarding embryos on moral grounds, editing could offer something selection cannot. Some add that Australia, with its strong research sector, could lead responsibly rather than leaving the field to less scrupulous actors.",0.7266946,0.7493484,0.74988985,0.74586827,0.7303314,0.73816097,C,0.74988985,0.0005414486,C,F
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,2,151,"Set against these hopes is a deep current of caution about safety and irreversibility. Editing tools can make unintended changes elsewhere in the genome; embryos can end up mosaics of edited and unedited cells; and a single gene can have effects across many traits, so that an edit made to prevent one disease might subtly alter others. With heritable editing, errors would propagate through generations, and the people most affected — descendants who do not yet exist — cannot consent. The 2018 case of He Jiankui, the Chinese scientist jailed after announcing the birth of gene-edited twins, is frequently invoked as evidence of what happens when ambition outruns oversight, and many scientists who support eventual use still argue that the science is nowhere near ready. Others reply that all medicine once faced such unknowns, that standards can be developed, and that indefinite delay has its own moral cost in preventable suffering.",0.70974666,0.70967424,0.72089547,0.7108155,0.7078309,0.67968667,C,0.72089547,0.01007998,C,A
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,3,119,"Questions of justice and access loom large in a country with a mixed public-private health system. If editing becomes available only to those who can pay, critics foresee a genetic divide layered on top of existing inequalities, with advantages concentrating across generations in ways that ordinary inequality does not. Regional and remote Australians, who already struggle to access specialist care, may be left further behind. Defenders of permissive approaches respond that this is an argument for public funding, not prohibition: if editing prevents lifelong illness, Medicare coverage could make it an instrument of fairness rather than division. They also note that Australia already tolerates large disparities in access to reproductive technologies, and ask why editing should be singled out.",0.64745003,0.7182053,0.69857097,0.6834819,0.67727065,0.7067572,B,0.7182053,0.011448085,B,F
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,4,149,"Disability communities bring perspectives that complicate any simple framing. The ""expressivist"" concern holds that screening out or editing away conditions like deafness, achondroplasia or Down syndrome sends a message about the value of people now living with those conditions — that some lives are not worth bringing into being. Many disabled people describe their condition as bound up with identity, community and even pride, and resist the assumption that their lives are tragedies to be engineered away. Yet disability communities are not monolithic. People living with painfully degenerative conditions sometimes resent being cast as arguments against technologies that could have spared them, and draw a sharp line between conditions that shape identity and conditions that cause relentless suffering. Underneath this debate sits a harder question: who decides which conditions are ""serious enough"" to justify intervention, and on what evidence about the quality of lives they may never have lived?",0.5186375,0.5449934,0.5716708,0.5692437,0.55736876,0.5433829,C,0.5716708,0.0024270415,C,D
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,5,161,"Then there is the boundary between healing and improving. Some philosophers, including the Australian bioethicist Julian Savulescu, argue that parents have a moral obligation to choose the best prospects for their children, a principle he calls procreative beneficence, and that if safe enhancement becomes possible it may be not merely permissible but good. Others warn of a ratchet effect: once some families can select for height, cognition or disease resistance, social and economic pressure may make opting out feel like negligence, producing a consumer-driven eugenics with no single coercer. The word eugenics carries heavy historical weight in Australia, where ideas of racial and genetic fitness once informed the White Australia policy and the removal of Aboriginal children, and where people with disabilities were institutionalised and sometimes sterilised. Defenders of parental choice counter that the historical evil was state coercion, not parental decision-making, and that the analogy misleads more than it illuminates. How you weigh that historical resonance may shape much else.",0.62663174,0.6191602,0.6355546,0.64435315,0.634509,0.6415047,D,0.64435315,0.0028484464,D,F
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,6,97,"Aboriginal and Torres Strait Islander perspectives deserve particular attention. Indigenous communities have experienced genetic research as something done to them rather than with them, including the historical collection and use of blood samples without meaningful consent. This history has generated a strong movement for Indigenous data sovereignty and genuine partnership in genomic research. Concepts that loom large in mainstream bioethics, such as individual reproductive autonomy, may sit differently within worldviews emphasising kinship, collective wellbeing and connection to country. Any durable Australian framework will need Indigenous voices at the table from the start, not consulted after the fact.",0.6102168,0.66207314,0.65010715,0.61333144,0.62712723,0.611612,B,0.66207314,0.01196599,B,B
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,7,101,"Religious and cultural viewpoints are similarly diverse. Some traditions see the human genome as part of a created order that humans should steward but not rewrite, and worry about ""playing God""; many place moral weight on the status of the embryo, since heritable editing typically involves creating and sometimes destroying embryos. Yet within the same traditions, others argue that healing is a religious duty and that refusing a safe means of preventing suffering would be its own failure. In a multicultural society, no single doctrine can settle the question, but these visions of human dignity shape how many citizens intuitively respond.",0.7022071,0.7138238,0.7525462,0.7390093,0.74054307,0.71657544,C,0.7525462,0.012003124,C,E
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,8,153,"Australia's existing framework is a restrictive but evolving one. Heritable genome editing is currently prohibited under the Prohibition of Human Cloning for Reproduction Act 2002, and embryo research is tightly licensed through the NHMRC. The 2021 passage of ""Maeve's Law"", permitting mitochondrial donation under a staged, licensed regime after extensive review and community consultation, is often cited as a model of how Australia can liberalise cautiously: begin with research, build evidence, then permit clinical use under close supervision. Whether that precedent should extend to genome editing, or whether it is the exception that proves the rule, is itself contested. Practical questions press in regardless of the legal line chosen: Australians can already travel overseas for treatments unavailable at home, international governance remains fragmented, and public trust — fragile after episodes like He Jiankui's — may be the scarcest resource of all. Some argue legislation should lead; others prefer professional self-regulation with statutory backstops.",0.6667483,0.71561086,0.6964858,0.6770572,0.6802098,0.67932177,B,0.71561086,0.019125044,B,B
moonshotai__kimi-k3__rep07,moonshotai/kimi-k3,7,9,153,"What emerges from this landscape is less a set of sides than a set of values in tension: compassion for suffering, respect for reproductive freedom, fairness between generations and within this one, precaution in the face of irreversibility, solidarity with those whose conditions society might prefer to eliminate, and humility about what humans can wisely control. As you deliberate, you might keep returning to a few questions. What counts as a disease serious enough to justify intervention, and who gets to say? Can therapy and enhancement be separated in practice, or only in principle? What would a fair system of access look like in Australia? Whose consent matters when the affected parties do not yet exist? And what does Maeve's Law suggest about whether Australia can move carefully, or whether caution means staying still? The participants around you will answer these differently; the task ahead is to find what can be said together.",0.595611,0.62273777,0.6255761,0.63205856,0.6060369,0.6167572,D,0.63205856,0.006482482,D,F
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,0,166,"Human genome editing is not one thing but a family of techniques, and much of the disagreement about it turns on distinctions that are worth holding clearly in mind. Editing the genes of a living patient to treat their disease, known as somatic editing, leaves no trace in the next generation, and therapies of this kind for sickle cell disease and beta thalassaemia have now been approved overseas. Editing embryos, eggs or sperm, by contrast, produces changes that can be inherited by all future descendants, and it is this heritable, or germline, editing that provokes the sharpest debate. There is a further distinction between using editing to prevent or treat disease and using it to enhance traits such as height, memory or appearance. In Australia, heritable editing is currently prohibited under laws dating from 2002, while somatic therapies are regulated as medical products, and the 2022 decision to permit mitochondrial donation, known as Maeve's Law, shows that positions can shift through careful public and parliamentary deliberation.",0.69540095,0.7560847,0.7484461,0.75938034,0.7444565,0.7250586,D,0.75938034,0.00329566,D,D
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,1,108,"The most powerful hopes attached to this technology come from medicine and from families. For people who carry serious inherited conditions such as Huntington's disease, cystic fibrosis or muscular dystrophy, and who have watched children, siblings or parents suffer, editing holds out the possibility of raising healthy children who are genetically their own. Supporters speak of compassion, of the relief of preventable suffering, and of parental love, and some argue that there is a positive moral obligation to use safe technologies to spare future children from devastating illness. On this view, choosing not to act is itself a choice with consequences, and caution can carry its own cruelty.",0.7342179,0.7323257,0.7666518,0.77323204,0.7294019,0.74741805,D,0.77323204,0.0065802336,D,D
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,2,89,"Many scientists and clinicians add a further argument about research and opportunity. Australia has strong capacity in genomics, and some warn that an overly restrictive stance risks driving talent and investment overseas, or leaving Australian patients dependent on other countries' decisions. Research on embryos, they note, could deepen understanding of early development, infertility and miscarriage. Yet it is worth knowing that the scientific community is itself divided: many researchers are among the strongest voices for caution, insisting that what can be done is not always what should be done.",0.69130874,0.6886072,0.6864157,0.64790094,0.6593043,0.6703024,A,0.69130874,0.002701521,A,A
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,3,101,"Safety concerns are the most immediate ground for caution. Editing tools can make unintended changes elsewhere in the genome, effects may only emerge years later, and errors in heritable editing would pass, irreversibly, to future generations who never consented. The case of He Jiankui, the Chinese scientist who announced the birth of gene-edited twins in 2018 to widespread condemnation, is often cited as a warning about rogue actors and premature use. Those who are less alarmed respond that all medicine involves uncertainty, that risks can be progressively reduced through research, and that people routinely accept far greater uncertainties in ordinary reproduction.",0.7083937,0.7455902,0.74457884,0.7102505,0.7230777,0.6885547,B,0.7455902,0.0010113716,B,B
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,4,157,"Disability communities bring perspectives that complicate any simple story about preventing suffering. Some people living with genetic conditions strongly welcome technologies that might spare others their pain. Others raise what philosophers call the expressivist objection: that selecting against a condition sends a hurtful message to people now living with it that their lives are less worth living. On the social model of disability, much of the hardship associated with a condition comes from exclusion and inaccessible environments rather than from biology itself, and communities such as some parts of the Deaf community regard their way of life as an identity to be celebrated, not an error to be corrected. Many disabled people therefore fear that editing could narrow society's acceptance of difference and erode support services, while others reject any implication that valuing a person means valuing their disease. A common thread is the demand that disabled people be at the table: nothing about us without us.",0.6014862,0.63408315,0.663422,0.63352895,0.6233005,0.6136501,C,0.663422,0.029338837,C,C
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,5,117,"Questions of justice cut in both directions. The gene therapies approved overseas cost millions of dollars per patient, raising hard questions about who would gain access in Australia, whether through Medicare and the public system or only through private wealth, and whether regional and remote communities would be left behind. If heritable enhancement ever became available to the affluent, some fear a durable genetic stratification of society. Others reply that many medical advances begin expensive and become cheaper, that denying a benefit to everyone because not everyone can have it is levelling down rather than lifting up, and that universal public provision could make editing a force for equality by preventing disease regardless of a family's income.",0.65558445,0.69954544,0.66705716,0.67364794,0.6536676,0.6817982,B,0.69954544,0.017747223,B,F
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,6,108,"Aboriginal and Torres Strait Islander peoples bring distinctive and important considerations. There is a long history, in Australia and elsewhere, of genetic research conducted on Indigenous people rather than with them, and movements for Indigenous data sovereignty now insist on community control over genetic information. Because eugenic ideas once influenced Australian policy, including policies that devastated First Nations families, state involvement in heredity carries a particular historical weight. At the same time, some Indigenous scholars and health leaders see potential benefits if the technology is governed properly, given the disease burdens their communities carry, and emphasise holistic understandings of health, kinship and connection that should shape any engagement.",0.59838754,0.6416048,0.63171226,0.626008,0.6111712,0.5960092,B,0.6416048,0.009892523,B,B
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,7,110,"Religious and philosophical traditions contribute further layers. For some, any research that creates and destroys human embryos is wrong whatever its purpose, because of the moral status of the embryo; others within the same faiths disagree. The phrase ""playing God"" expresses a worry about human hubris and about remaking human nature, though many theologians read the same traditions as calling humans to heal and to act as stewards or co-creators. Thinkers such as Jürgen Habermas have worried that a person designed by another might feel their freedom and equality diminished, while others argue that a person's dignity depends on how they are treated, never on how they came to be.",0.5882856,0.57598174,0.61408514,0.6157258,0.5905551,0.6081361,D,0.6157258,0.0016406775,D,F
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,8,113,"Perhaps the deepest public anxiety concerns enhancement: the image of designer babies chosen from a catalogue of traits. Critics foresee parental pressure, consumerism, a loss of openness to children as they arrive, and a slide from therapy into improvement that history, including the eugenics movements of the twentieth century, warns us to fear. They ask where any line could hold, since even resistance to disease could be called an enhancement. Those less troubled point out that Australia already draws and polices lines in IVF and embryo screening, that many enhancement fantasies may be technically unachievable, and that parents already confer advantages on children through education, diet and circumstance without anyone calling it eugenics.",0.6329275,0.6433487,0.6559586,0.6200127,0.6591451,0.6275345,E,0.6591451,0.003186524,E,E
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,9,114,"Governance itself raises its own arguments. Some observe that embryo screening and donor gametes already let most couples avoid passing on serious disease, making heritable editing unnecessary in almost all cases; others note rare situations, such as when both parents are affected or carry dominant disorders, where editing may be the only path to a healthy genetically related child, and ask whether rarity justifies prohibition. The options range from maintaining bans to moratoria to tightly licensed regimes, and each raises questions about who should decide, how the Commonwealth and the states should coordinate, how rules could be enforced if Australians simply travel overseas, and how much weight public deliberation of this kind should carry.",0.6920087,0.75320756,0.74360764,0.72967494,0.73081964,0.72537345,B,0.75320756,0.009599924,B,B
moonshotai__kimi-k3__rep08,moonshotai/kimi-k3,8,10,110,"Across this whole landscape, certain values recur: compassion, autonomy, safety, justice, human dignity, diversity, humility in the face of uncertainty, and trust in institutions. Most people hold several of these at once, which is why views often cannot be reduced to simple positions for or against. There is broad sympathy in most quarters for carefully regulated somatic therapies, deep division over heritable editing, and near-universal wariness of enhancement. The task before the assembly is less to choose a side than to weigh these hopes and concerns honestly, to listen for what matters most to the people behind each position, and to consider where a diverse society might find common ground.",0.68894625,0.6819572,0.68461245,0.697689,0.6675274,0.6585721,D,0.697689,0.00874275,D,A
moonshotai__kimi-k3__rep09,moonshotai/kimi-k3,9,0,109,"This report offers a map of the terrain you are about to enter. Human genome editing—the use of tools such as CRISPR-Cas9 to make targeted changes to DNA—is not a single question with a yes-or-no answer. It is a cluster of questions: which conditions might be treated, at what stage of life, by whom, with whose consent, at whose expense, and under whose oversight. People who agree on some of these questions disagree sharply on others, and the purpose of this briefing is to show you the range of perspectives, values and experiences that Australians and others bring to the debate, rather than to steer you toward any conclusion.",0.7229713,0.7759433,0.77805316,0.7527623,0.7625078,0.71545047,C,0.77805316,0.0021098852,C,B
moonshotai__kimi-k3__rep09,moonshotai/kimi-k3,9,1,143,"Two distinctions organise much of the discussion, though both are contested. The first is between somatic editing, which alters cells in one person and is not passed on, and germline or heritable editing, which alters embryos, eggs or sperm so that changes flow to descendants. Somatic editing is already arriving: a CRISPR-based treatment for sickle cell disease and beta thalassaemia has recently been approved by the Therapeutic Goods Administration. Heritable editing, by contrast, is prohibited in Australia under the Prohibition of Human Cloning for Reproduction Act 2002 and related legislation. The second distinction is between therapy—treating or preventing disease—and enhancement—improving traits beyond the normal range. Most people find these lines useful, but they leak. Is editing that raises resistance to infection therapy or enhancement? Is preventing short stature? Part of your task may be to test whether these boundaries can bear regulatory weight.",0.6845727,0.7153288,0.7168154,0.73650724,0.70459217,0.696862,D,0.73650724,0.019691825,D,D
moonshotai__kimi-k3__rep09,moonshotai/kimi-k3,9,2,104,"The hopeful case rests on suffering that might be prevented. Families living with Huntington's disease, Duchenne muscular dystrophy, cystic fibrosis or fatal childhood conditions speak of a moral imperative to heal, and argue that refusing to develop safe therapies is itself a choice with victims. Australia has strong biomedical research capacity, and proponents see an opportunity to lead in responsible translation. Some point to Maeve's Law, the 2021 legislation permitting mitochondrial donation under strict licensing, as proof that Australia can move carefully toward novel genetic interventions with safeguards—though others read the same history as evidence that each concession becomes the platform for the next.",0.6513522,0.6743835,0.6683366,0.6855919,0.6396832,0.6699541,D,0.6855919,0.011208355,D,F
moonshotai__kimi-k3__rep09,moonshotai/kimi-k3,9,3,116,"Against the hope stands uncertainty. Editing can miss its target or hit unintended sites; a single gene often affects many traits; some harms may not appear for years or may emerge only in the next generation. The 2018 case of He Jiankui, the Chinese scientist who announced gene-edited babies and was imprisoned, is invoked both as a warning about technical immaturity and as proof that governance can fail even amid near-universal condemnation. Precaution-minded voices argue that when the stakes include the human gene pool, restraint is the rational default. Others respond that precaution is not cost-free: delay entrenches avoidable suffering, and risk should be weighed against the risks of doing nothing, not against an imaginary zero.",0.7123205,0.737229,0.7492577,0.71830386,0.72839683,0.69605505,C,0.7492577,0.012028694,C,C
moonshotai__kimi-k3__rep09,moonshotai/kimi-k3,9,4,102,"Consent sharpens the dilemma. Adults can consent to somatic therapy; embryos cannot, and future generations cannot. Critics hold that making irreversible, inheritable decisions for people who do not yet exist is a category error. Defenders reply that parents already make irreversible choices for children simply by conceiving them, through preimplantation genetic diagnosis, which is already permitted in Australia, and through every environmental exposure; the child who would otherwise be born with the disease cannot be consulted either. Whether a future person can be wronged by the manner of their coming into existence is a genuine philosophical puzzle on which thoughtful people disagree.",0.6379895,0.6687411,0.69314474,0.66959625,0.68427336,0.6985084,F,0.6985084,0.005363643,F,F
moonshotai__kimi-k3__rep09,moonshotai/kimi-k3,9,5,102,"Equity is a further fault line. The newly approved CRISPR therapies carry price tags in the millions of dollars, raising hard questions about Medicare and the Pharmaceutical Benefits Scheme, about private clinics and reproductive tourism, and about the gap between city and bush. Some fear a ""genetic divide"" in which wealth purchases heritable advantage, converting social inequality into biology. Others note that many technologies began expensive and later diffused, and argue that inequitable access is a reason for public provision rather than prohibition. For Aboriginal and Torres Strait Islander communities, where health disparities are already stark, these questions arrive with particular force.",0.6263104,0.68724287,0.67654425,0.64168584,0.63875806,0.6678762,B,0.68724287,0.0106986165,B,F
moonshotai__kimi-k3__rep09,moonshotai/kimi-k3,9,6,119,"Disability communities bring an indispensable and often uncomfortable perspective. Some argue that programmes to eliminate genetic conditions send a message that lives lived with those conditions are less worth living—the so-called expressivist objection. Deaf communities, people with dwarfism and some autistic self-advocates describe conditions as identities and cultures, not simply afflictions, and note that much disadvantage flows from social arrangements rather than biology. Others within the same communities want cures and reject being conscripted into either camp; the long-running debate over cochlear implants shows how internally divided such questions can be. Many insist that pursuing treatment and honouring the dignity of people who live with disability are compatible, provided the conversation does not proceed as though they were absent.",0.5882015,0.5927763,0.6326383,0.61600804,0.5951186,0.6015749,C,0.6326383,0.016630232,C,C
moonshotai__kimi-k3__rep09,moonshotai/kimi-k3,9,7,106,"History shadows the debate. Twentieth-century eugenics—including in Australia, where racist science, institutionalisation and policies targeting Indigenous people caused lasting harm—makes any talk of improving the human stock radioactive. Critics warn of ""consumer eugenics"": no state coercion, only market and social pressure converging on uniformity, with soft coercion in the question ""what parent would choose not to?"" Defenders distinguish coercive state programmes from free parental choice aimed at disease. It is also worth knowing that most prized traits—intelligence, height, temperament—are shaped by thousands of genes plus environment, so ""designer babies"" are far harder than headlines suggest; yet even modest enhancement possibilities raise fairness questions worth taking seriously.",0.62091565,0.6326135,0.6464631,0.62323916,0.6461515,0.6169259,C,0.6464631,0.00031161308,C,E
moonshotai__kimi-k3__rep09,moonshotai/kimi-k3,9,8,105,"Religious, cultural and philosophical traditions frame the issue differently again. Some speak of human dignity, of the genome as shared heritage, or in the older language of ""playing God""; the Council of Europe's Oviedo Convention, though not binding on Australia, restricts interventions that would modify descendants' genomes. Faith communities are internally diverse: some oppose any destruction of embryos, while others see healing as a religious duty. Indigenous perspectives are likewise not one view, and given a history of extractive genetic research, genuine consultation rather than assumption is essential; concepts of kinship, continuity and connection to Country may reframe questions that Western bioethics treats as settled.",0.64133835,0.65423465,0.70619756,0.6773224,0.67529005,0.66138726,C,0.70619756,0.028875172,C,C
