run_id,model,repetition,paragraph_index,sentence_index,n_words,context,anaphoric,text,discourse,verdict,attribution,attribution_scoped,attributed
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,2,3,35,This is sometimes called the expressivist objection: the worry that eliminating a condition expresses something cruel about the people who have it.,False,"Critics also point out that disability is produced partly by social arrangements, that a condition's seriousness depends on the world around it, and that most disability arises from accident, age or illness rather than genes.",B,aligned,named,named,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,2,4,19,"Critics also point out that disability is produced partly by social arrangements, that a condition's seriousness depends on the world around it, and that most disability arises from accident, age or illness rather than genes.",True,"They fear resources shifting from inclusion towards elimination, and counsellors quietly narrowing the range of lives considered worth starting.",C,aligned,direct,inherited,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,2,5,23,"They fear resources shifting from inclusion towards elimination, and counsellors quietly narrowing the range of lives considered worth starting.",True,"Those on the other side respond that preventing a disease need not devalue anyone, any more than curing blindness would insult the blind.",C,aligned,named,named,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,3,0,15,,False,"Safety concerns carry particular weight for heritable editing, because mistakes would be permanent and inheritable.",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,3,1,23,"Safety concerns carry particular weight for heritable editing, because mistakes would be permanent and inheritable.",False,"Editing can produce unintended changes elsewhere in the genome or reach only some cells, and our understanding of how genes interact remains incomplete.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,3,2,16,"Editing can produce unintended changes elsewhere in the genome or reach only some cells, and our understanding of how genes interact remains incomplete.",False,Some find a decisive objection in the fact that future generations cannot consent to being altered.,C,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,3,3,27,Some find a decisive objection in the fact that future generations cannot consent to being altered.,False,"Others push back: no child consents to being born or to its genes, natural conception is itself a lottery, and parents routinely make irreversible decisions for children.",C,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,3,4,22,"Others push back: no child consents to being born or to its genes, natural conception is itself a lottery, and parents routinely make irreversible decisions for children.",False,"If editing a particular condition ever becomes safer than inheriting it, they ask, is declining to edit not also an unconsented imposition?",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,3,5,21,"If editing a particular condition ever becomes safer than inheriting it, they ask, is declining to edit not also an unconsented imposition?",True,"Either way, heritable editing would demand lifelong monitoring of edited children, raising difficult questions about registries, privacy and responsibility across decades.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,4,0,9,,False,Questions of fairness loom large in any Australian discussion.,B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,4,1,26,Questions of fairness loom large in any Australian discussion.,False,"Advanced genetic therapies are among the most expensive treatments ever sold, and if access tracks wealth, the result could be a society stratified by biology itself.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,4,2,50,"Advanced genetic therapies are among the most expensive treatments ever sold, and if access tracks wealth, the result could be a society stratified by biology itself.",False,"Many Australians will feel that if editing is ever permitted, the fairness principle embodied in Medicare should apply, though public funding would force hard choices about priorities within a stretched health system, and people in regional and remote areas already know that availability on paper is not availability in practice.",A,dismissed,named,named,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,4,3,24,"Many Australians will feel that if editing is ever permitted, the fairness principle embodied in Medicare should apply, though public funding would force hard choices about priorities within a stretched health system, and people in regional and remote areas already know that availability on paper is not availability in practice.",True,"There are also questions about commercial power: patents, venture capital and the risk that commercial momentum, once established, proves very hard to regulate away.",A,dismissed,direct,inherited,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,5,0,17,,False,Aboriginal and Torres Strait Islander communities bring perspectives shaped by history that the assembly should hear directly.,B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,5,1,35,Aboriginal and Torres Strait Islander communities bring perspectives shaped by history that the assembly should hear directly.,False,"Scientific research has too often been conducted on rather than with Indigenous communities, genetic data has been taken without meaningful consent, and reference genomes that underrepresent Indigenous peoples make new tools less reliable for them.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,5,2,37,"Scientific research has too often been conducted on rather than with Indigenous communities, genetic data has been taken without meaningful consent, and reference genomes that underrepresent Indigenous peoples make new tools less reliable for them.",False,"Beneath this lies the deeper shadow of eugenic policy in Australia, including child removal and the control of Aboriginal reproduction, a history shared uncomfortably with the wider community through forced institutionalisation and sterilisation in the twentieth century.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,5,3,30,"Beneath this lies the deeper shadow of eugenic policy in Australia, including child removal and the control of Aboriginal reproduction, a history shared uncomfortably with the wider community through forced institutionalisation and sterilisation in the twentieth century.",False,"Many Indigenous scholars therefore emphasise collective rather than purely individual consent, kinship, and sovereignty over genomic data, and caution that judgements about which traits are desirable have never been neutral.",B,aligned,named,named,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,6,0,35,,False,"Many people accept editing for serious disease but baulk at enhancement, yet the boundary blurs on inspection: is editing to lower disease risk treatment or improvement, and where do deafness, short stature or memory sit?",A,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,6,1,28,"Many people accept editing for serious disease but baulk at enhancement, yet the boundary blurs on inspection: is editing to lower disease risk treatment or improvement, and where do deafness, short stature or memory sit?",False,"Some conclude the distinction cannot be policed and prefer a firm prohibition; others believe lines can be drawn case by case, as regulators already do elsewhere in medicine.",C,aligned,named,named,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,6,2,5,"Some conclude the distinction cannot be policed and prefer a firm prohibition; others believe lines can be drawn case by case, as regulators already do elsewhere in medicine.",False,Beyond line-drawing lie deeper convictions.,A,reported,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,6,3,29,Beyond line-drawing lie deeper convictions.,False,"Religious traditions often speak of human life as a gift and warn of hubris in remaking creation, though many faith voices also honour healing as cooperation with the divine.",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,6,4,27,"Religious traditions often speak of human life as a gift and warn of hubris in remaking creation, though many faith voices also honour healing as cooperation with the divine.",False,Secular thinkers express a related unease that a child designed to someone else's specification might be subtly treated as a product rather than accepted as a gift.,B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,6,5,24,Secular thinkers express a related unease that a child designed to someone else's specification might be subtly treated as a product rather than accepted as a gift.,False,"Replies come readily: parents already shape children profoundly through environment and choice, and refusing available help out of scruple can become its own dogma.",A,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,7,0,6,,False,Arguments from freedom cut both ways.,A,reported,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,7,1,23,Arguments from freedom cut both ways.,False,"In a liberal society, some ask, should prospective parents not decide these matters for themselves, especially when the alternative is passing on suffering?",C,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,7,2,35,"In a liberal society, some ask, should prospective parents not decide these matters for themselves, especially when the alternative is passing on suffering?",False,"Others note that choices are never made in a vacuum: once a technology exists, declining it can come to look irresponsible, option can shade into expectation, and parents who refuse may face blame or discrimination.",C,reported,named,named,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,7,3,17,"Others note that choices are never made in a vacuum: once a technology exists, declining it can come to look irresponsible, option can shade into expectation, and parents who refuse may face blame or discrimination.",False,Australia's recent moves to stop life insurers using genetic test results show these concerns are already live.,B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,7,4,18,Australia's recent moves to stop life insurers using genetic test results show these concerns are already live.,True,"There is a genuine worry about stigma attaching to people born with conditions that were, in principle, preventable.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,8,0,8,,False,Governance is where all these arguments meet reality.,A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,8,1,27,Governance is where all these arguments meet reality.,False,"The 2018 announcement by a Chinese scientist of gene-edited twin girls, an act widely condemned and punished with imprisonment, crystallised fears about rogue actors and unenforceable rules.",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,8,2,42,"The 2018 announcement by a Chinese scientist of gene-edited twin girls, an act widely condemned and punished with imprisonment, crystallised fears about rogue actors and unenforceable rules.",False,"Scientific academies and the World Health Organization have since urged strong oversight, international registries and broad public engagement before any move toward heritable editing, and successive international summits have concluded that heritable use remains unacceptable at present even as somatic research continues.",A,dismissed,named,named,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,8,3,18,"Scientific academies and the World Health Organization have since urged strong oversight, international registries and broad public engagement before any move toward heritable editing, and successive international summits have concluded that heritable use remains unacceptable at present even as somatic research continues.",False,"Australia's 2021 mitochondrial donation legislation, known as Maeve's Law, offers a local template for cautious, licensed, staged change.",C,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,8,4,36,"Australia's 2021 mitochondrial donation legislation, known as Maeve's Law, offers a local template for cautious, licensed, staged change.",False,Some argue that prohibition simply drives practice offshore or underground and that regulated permission is the safer course; others respond that a clear national law provides leverage in international governance and a bulwark against commercial creep.,A,dismissed,named,named,True
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,8,5,18,Some argue that prohibition simply drives practice offshore or underground and that regulated permission is the safer course; others respond that a clear national law provides leverage in international governance and a bulwark against commercial creep.,False,"Underneath sits a question of trust: can institutions hold agreed lines over decades, and who should hold them?",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,9,0,39,,False,"Surveys conducted in Australia and comparable countries find a fairly consistent pattern: strong support for editing to treat serious disease, deep ambivalence about enhancement, support rising with the severity of the condition and falling when changes would be heritable.",A,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,9,1,21,"Surveys conducted in Australia and comparable countries find a fairly consistent pattern: strong support for editing to treat serious disease, deep ambivalence about enhancement, support rising with the severity of the condition and falling when changes would be heritable.",False,"Beneath these positions lie values most people share but weight differently: compassion, fairness, caution, liberty, humility and solidarity with the vulnerable.",A,reported,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,9,2,38,"Beneath these positions lie values most people share but weight differently: compassion, fairness, caution, liberty, humility and solidarity with the vulnerable.",False,"Beneath them also lie factual beliefs that evidence can inform, including how safe the technology really is today, whether embryo selection through IVF already answers most couples' needs, and how plausible the more dramatic enhancement scenarios actually are.",A,aligned,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,10,0,46,,False,"The assembly's task is therefore not to choose between science and ethics, or hope and fear, but to decide which distinctions matter, which safeguards could genuinely work, which risks are worth taking and who would bear them, and what Australians want medicine and reproduction to serve.",A,reported,direct,direct,False
moonshotai__kimi-k3__rep03,moonshotai/kimi-k3,3,10,1,33,"The assembly's task is therefore not to choose between science and ethics, or hope and fear, but to decide which distinctions matter, which safeguards could genuinely work, which risks are worth taking and who would bear them, and what Australians want medicine and reproduction to serve.",False,"The hope of this report is that participants arrive seeing the issue as a landscape of sincerely held convictions, most of which deserve serious engagement, and that their recommendations emerge from that breadth.",A,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,0,0,17,,False,"Genome editing refers to technologies, most famously CRISPR, that allow scientists to make targeted changes to DNA.",A,reported,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,0,1,9,"Genome editing refers to technologies, most famously CRISPR, that allow scientists to make targeted changes to DNA.",False,Much of the public debate turns on two distinctions.,A,reported,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,0,2,37,Much of the public debate turns on two distinctions.,False,"The first is between somatic editing, which alters cells in a particular patient and is not passed on, and heritable or germline editing, which changes embryos or reproductive cells so that alterations are transmitted to future generations.",C,reported,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,0,3,21,"The first is between somatic editing, which alters cells in a particular patient and is not passed on, and heritable or germline editing, which changes embryos or reproductive cells so that alterations are transmitted to future generations.",False,"The second is between editing to treat or prevent disease and editing to enhance traits such as strength, appearance or intelligence.",A,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,0,4,23,"The second is between editing to treat or prevent disease and editing to enhance traits such as strength, appearance or intelligence.",False,"People who welcome somatic therapy may recoil from heritable enhancement, and much of the argument ahead will concern where lines should be drawn.",C,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,0,5,12,"People who welcome somatic therapy may recoil from heritable enhancement, and much of the argument ahead will concern where lines should be drawn.",True,This report surveys the landscape of views without recommending any of them.,C,reported,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,1,0,12,,False,The strongest current of support flows from medicine's oldest impulse: relieving suffering.,A,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,1,1,21,The strongest current of support flows from medicine's oldest impulse: relieving suffering.,False,"Diseases caused by a single faulty gene include sickle cell disease, beta thalassaemia, Huntington's disease, cystic fibrosis and many muscular dystrophies.",B,reported,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,1,2,26,"Diseases caused by a single faulty gene include sickle cell disease, beta thalassaemia, Huntington's disease, cystic fibrosis and many muscular dystrophies.",False,"The first CRISPR-based treatments have now been approved in several countries for blood disorders, and researchers are exploring applications from inherited blindness to dangerously high cholesterol.",A,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,1,3,20,"The first CRISPR-based treatments have now been approved in several countries for blood disorders, and researchers are exploring applications from inherited blindness to dangerously high cholesterol.",False,"Advocates argue that editing is continuous with vaccination, surgery and IVF: a tool for sparing children pain and early death.",C,aligned,named,named,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,1,4,44,"Advocates argue that editing is continuous with vaccination, surgery and IVF: a tool for sparing children pain and early death.",False,"Some go further and speak of a duty, not merely a permission, holding that withholding a safe and effective means of preventing serious disease would itself be a moral failure, and that every generation has an obligation to reduce avoidable suffering where it can.",C,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,2,0,9,,False,Support for heritable editing is thinner but not absent.,A,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,2,1,30,Support for heritable editing is thinner but not absent.,False,"Some philosophers defend procreative liberty: parents, they argue, should be free to use safe technologies to give children the healthiest possible start, just as they use diet, education and medicine.",C,aligned,named,named,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,2,2,21,"Some philosophers defend procreative liberty: parents, they argue, should be free to use safe technologies to give children the healthiest possible start, just as they use diet, education and medicine.",False,"Others invoke ""procreative beneficence"", the idea that parents have reason to create the best available genetic prospects for a future child.",A,reported,named,named,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,2,3,38,"Others invoke ""procreative beneficence"", the idea that parents have reason to create the best available genetic prospects for a future child.",True,"There are also rare situations, such as where both partners carry the same severe recessive condition, in which embryo screening cannot guarantee an unaffected child, and editing would be the only route to a healthy genetically related baby.",B,aligned,direct,inherited,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,2,4,26,"There are also rare situations, such as where both partners carry the same severe recessive condition, in which embryo screening cannot guarantee an unaffected child, and editing would be the only route to a healthy genetically related baby.",False,"On this view, refusing even to contemplate heritable editing condemns some families to transmitting disease unnecessarily and hands future generations a genome we could have improved.",A,aligned,framing,framing,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,3,0,8,,False,Against this stand worries about safety and consent.,A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,3,1,24,Against this stand worries about safety and consent.,False,Editing tools can cut at unintended sites; embryos can develop as mosaics of edited and unedited cells; and genes rarely do just one thing.,A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,3,2,30,Editing tools can cut at unintended sites; embryos can develop as mosaics of edited and unedited cells; and genes rarely do just one thing.,False,"The variant that causes sickle cell disease also protects against malaria, and edits made in China in 2018 to confer HIV resistance may carry cognitive effects no one tested for.",C,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,3,3,19,"The variant that causes sickle cell disease also protects against malaria, and edits made in China in 2018 to confer HIV resistance may carry cognitive effects no one tested for.",False,"Because heritable changes pass to descendants, mistakes could propagate irreversibly, and the people most affected, future generations, cannot consent.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,3,4,41,"Because heritable changes pass to descendants, mistakes could propagate irreversibly, and the people most affected, future generations, cannot consent.",False,"Defenders reply that parents constantly make fateful choices for children, that nature's mutations are unconsented too, and that the real question is comparative risk: for some conditions, the known harms of the disease outweigh the uncertain risks of a well-characterised edit.",C,dismissed,framing,framing,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,4,0,7,,False,Justice raises a different set of questions.,B,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,4,1,39,Justice raises a different set of questions.,False,"Approved gene therapies currently cost millions of dollars per patient, prompting fears of a divide between those who can afford genetic advantage and those who cannot, within Australia, between cities and regions, and globally between rich and poor countries.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,4,2,29,"Approved gene therapies currently cost millions of dollars per patient, prompting fears of a divide between those who can afford genetic advantage and those who cannot, within Australia, between cities and regions, and globally between rich and poor countries.",False,"Some argue that public funding through schemes like Medicare could spread benefits widely, noting that we do not ban other costly treatments because access is unequal; we subsidise them.",A,aligned,named,named,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,4,3,33,"Some argue that public funding through schemes like Medicare could spread benefits widely, noting that we do not ban other costly treatments because access is unequal; we subsidise them.",False,"Others counter that a market in enhancement would let the affluent buy advantages for their children and harden inequality into biology, and that even the perception of genetic classes could corrode social solidarity.",B,aligned,named,named,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,5,0,9,,False,Disability communities bring an indispensable and internally varied perspective.,B,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,5,1,25,Disability communities bring an indispensable and internally varied perspective.,False,Many advocates caution that the drive to edit reflects a medical model that locates disability in bodies rather than in inaccessible environments and social attitudes.,C,aligned,named,named,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,5,2,24,Many advocates caution that the drive to edit reflects a medical model that locates disability in bodies rather than in inaccessible environments and social attitudes.,True,They press what philosophers call the expressivist objection: systematically selecting against certain conditions sends a message that lives lived with them are worth less.,A,dismissed,direct,inherited,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,5,3,14,They press what philosophers call the expressivist objection: systematically selecting against certain conditions sends a message that lives lived with them are worth less.,False,"Some Deaf people, for example, describe deafness as culture and identity rather than defect.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,5,4,17,"Some Deaf people, for example, describe deafness as culture and identity rather than defect.",False,Others with genetic conditions strongly support research that might spare future children the suffering they have known.,A,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,5,5,26,Others with genetic conditions strongly support research that might spare future children the suffering they have known.,False,The common thread is a demand to be heard: decisions about which conditions count as serious should not be made about people with disabilities without them.,B,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,6,0,5,,False,History casts a long shadow.,A,reported,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,6,1,26,History casts a long shadow.,False,"The twentieth century's eugenic programs, including coercive control over Indigenous families in Australia's own past, make many people wary of any project to improve human heredity.",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,6,2,24,"The twentieth century's eugenic programs, including coercive control over Indigenous families in Australia's own past, make many people wary of any project to improve human heredity.",False,"Critics warn of a subtler liberal eugenics in which individual parental choices, steered by fashion and prejudice, collectively narrow the range of acceptable lives.",C,aligned,named,named,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,6,3,41,"Critics warn of a subtler liberal eugenics in which individual parental choices, steered by fashion and prejudice, collectively narrow the range of acceptable lives.",False,"Aboriginal and Torres Strait Islander scholars add concerns about genomic data sovereignty and a record of research conducted on rather than with Indigenous people, while also bringing traditions of stewardship and relationality to the question of what is owed to descendants.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,6,4,28,"Aboriginal and Torres Strait Islander scholars add concerns about genomic data sovereignty and a record of research conducted on rather than with Indigenous people, while also bringing traditions of stewardship and relationality to the question of what is owed to descendants.",False,"Supporters of editing respond that voluntary, regulated clinical care differs categorically from coercive state programs: the history is a warning about governance, not a verdict on the science.",A,aligned,named,named,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,7,0,14,,False,"Some objections reach deeper, to ideas about human dignity and our place in nature.",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,7,1,27,"Some objections reach deeper, to ideas about human dignity and our place in nature.",False,"Religious voices and others speak of the genome as a gift, or as the common heritage of humankind, and warn against playing God with something imperfectly understood.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,7,2,23,"Religious voices and others speak of the genome as a gift, or as the common heritage of humankind, and warn against playing God with something imperfectly understood.",False,"Related worries concern the commodification of children, babies designed to specification, and a shift in parental love from unconditional acceptance toward quality control.",B,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,7,3,45,"Related worries concern the commodification of children, babies designed to specification, and a shift in parental love from unconditional acceptance toward quality control.",False,"Critics of this view reply that medicine has always reshaped nature, from insulin to organ transplants; that dignity belongs to persons rather than to their DNA; and that refusing a safe intervention is as much a choice, with as much moral weight, as making one.",C,aligned,framing,framing,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,8,0,10,,False,Nearly everyone struggles with the boundary between treatment and enhancement.,A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,8,1,33,Nearly everyone struggles with the boundary between treatment and enhancement.,True,"It is clear at the extremes, since repairing a fatal mutation is not the same as choosing eye colour, but hazy in the middle: what of edits affecting immunity, cholesterol, muscle or memory?",C,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,8,2,21,"It is clear at the extremes, since repairing a fatal mutation is not the same as choosing eye colour, but hazy in the middle: what of edits affecting immunity, cholesterol, muscle or memory?",False,Many fear a slippery slope in which each step seems reasonable but the destination is a consumer market in children's traits.,A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,8,3,17,Many fear a slippery slope in which each step seems reasonable but the destination is a consumer market in children's traits.,False,"A minority of bioethicists embrace some enhancements as legitimate, even obligatory, if safe and available to all.",A,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,8,4,34,"A minority of bioethicists embrace some enhancements as legitimate, even obligatory, if safe and available to all.",False,"Public opinion surveys, in Australia and elsewhere, consistently show strong support for therapy and deep ambivalence about enhancement, though where therapy ends is precisely what assemblies like this one are asked to think about.",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,9,0,6,,False,Questions of governance run through everything.,A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,9,1,39,Questions of governance run through everything.,False,"In Australia, federal law currently prohibits heritable modification of embryos, the national research council licenses embryo research under strict conditions, and states and territories maintain corresponding laws; reviews of this framework have counselled caution while keeping it under watch.",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,9,2,20,"In Australia, federal law currently prohibits heritable modification of embryos, the national research council licenses embryo research under strict conditions, and states and territories maintain corresponding laws; reviews of this framework have counselled caution while keeping it under watch.",False,"The 2021 legalisation of mitochondrial donation, known as Maeve's Law, offers a local model of staged, evidence-based change with safeguards.",C,reported,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,9,3,35,"The 2021 legalisation of mitochondrial donation, known as Maeve's Law, offers a local model of staged, evidence-based change with safeguards.",False,"Internationally, rules vary widely, and the announcement of gene-edited twins in 2018 exposed gaps between professional norms and enforceable law; global bodies have since proposed governance frameworks and narrow initial pathways confined to serious disease.",B,aligned,named,named,True
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,9,4,22,"Internationally, rules vary widely, and the announcement of gene-edited twins in 2018 exposed gaps between professional norms and enforceable law; global bodies have since proposed governance frameworks and narrow initial pathways confined to serious disease.",False,"Who should decide, how commercial incentives and patents are handled, and how medical tourism is managed are live questions, not technical footnotes.",C,aligned,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,10,0,13,,False,"The task before the assembly, then, is rarely a simple yes or no.",A,reported,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,10,1,22,"The task before the assembly, then, is rarely a simple yes or no.",True,"It is which uses, in what order, under what conditions, with what oversight, and how decisions might be revisited as evidence grows.",A,reported,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,10,2,23,"It is which uses, in what order, under what conditions, with what oversight, and how decisions might be revisited as evidence grows.",False,"The values in tension are ones most Australians share: compassion and caution, freedom and fairness, hope for children and humility before the unknown.",A,dismissed,direct,direct,False
moonshotai__kimi-k3__rep04,moonshotai/kimi-k3,4,10,3,31,"The values in tension are ones most Australians share: compassion and caution, freedom and fairness, hope for children and humility before the unknown.",False,"People on every side of this debate are trying to honour some combination of these; the purpose of deliberation is to work out, together, how to honour them all at once.",A,reported,direct,direct,False
moonshotai__kimi-k3__rep05,moonshotai/kimi-k3,5,0,0,21,,False,"Human genome editing refers to a set of techniques, most famously CRISPR-Cas9, that allow scientists to make targeted changes to DNA.",A,reported,direct,direct,False
moonshotai__kimi-k3__rep05,moonshotai/kimi-k3,5,0,1,8,"Human genome editing refers to a set of techniques, most famously CRISPR-Cas9, that allow scientists to make targeted changes to DNA.",False,Two distinctions organise almost every debate about it.,A,reported,direct,direct,False
moonshotai__kimi-k3__rep05,moonshotai/kimi-k3,5,0,2,36,Two distinctions organise almost every debate about it.,False,"The first is between somatic editing, which alters cells in one person and is not passed on, and germline or heritable editing, which changes embryos, eggs or sperm so that the alteration flows to future generations.",B,reported,direct,direct,False
moonshotai__kimi-k3__rep05,moonshotai/kimi-k3,5,0,3,19,"The first is between somatic editing, which alters cells in one person and is not passed on, and germline or heritable editing, which changes embryos, eggs or sperm so that the alteration flows to future generations.",False,"The second is between therapy, aimed at preventing or treating disease, and enhancement, aimed at improving traits beyond health.",A,aligned,direct,direct,False
moonshotai__kimi-k3__rep05,moonshotai/kimi-k3,5,0,4,49,"The second is between therapy, aimed at preventing or treating disease, and enhancement, aimed at improving traits beyond health.",True,"These debates have become urgent because the science has moved quickly: the first CRISPR-based therapy, for sickle cell disease and beta thalassaemia, was approved overseas in 2023, while the 2018 announcement by Chinese scientist He Jiankui that he had created gene-edited babies showed how easily ambition can outrun governance.",A,dismissed,direct,direct,False
